appln_id;appln_title;appln_abstract
6525077;a system for capturing tennis match data;the present invention relates to a system and a method for gathering ball game data and in particular tennis match data in real time. to this end the system comprises a hands-free voice receiving means (4) adapted to receive words spoken by the player (2) wearing the receiving means. the words are then analyzed by an analyzing means adapted to analyze a dedicated ball game vocabulary used by the player. the analysis of the spoken words translates these words into digital match data. this data can be displayed, at least as score of the game by a display (10). more elaborate match data information can be gathered. such data may be fed to an expert system giving back advice to the player.
6526738;high-order entropy error functions for neural classifiers;an automatic speech recognition system comprising a speech decoder to resolve phone and world level information, a vector generator to generate information vectors on which a confidence measure is based by a neural network classifier (ann). an error signal is designed which is not subject to false saturation or over specialization. the error signal is integrated into an error function which is back propagated through the ann.
6541316;information formalization and computer aided cross-language information exchange method;a computer aided cross-language information exchange method different from automatic translation is disclosed. the phrase library for the several languages, combination labels (expressing that a number of language fields is combined into one language field) and relation labels (expressing the relation between the components in a combined language field) are stored in computer's memory. the information expressed by the phrases, combination labels and relation labels is displayed by input device of computer. finally, the displayed phraeses are converted into the phrases of other language by computer. said method can also be used in artificial intelligence field.
6557611;method for setting up fuzzy-neural network expert's system for evaluating sensory qualities of cigarette;a method for creating a fuzzy-neural network expert system for evaluating the sensing quality of cigarettes includes classifying the cigarettes by experts while providing typical data, training the pointed neura network with said typical data as sample, creating neural networks relative to different classes, configuring artificial neural network (ann) library, and managing it with particular program.
6560350;quality maintenance and backtracking system in course of manufacturing printed circuit board;the invention relates to a quality maintenance and retrospect system for process of producing printing circuit board. the system consists of data processing host, stamping device of identifying code,printing circuit board cutter, automatic electrical property testing machine, automatic machine for visual inspecting appcarance, data retrieving device and network for managing internal data of manufactures etc. the data processing host can receive producing instruction and data of production status from said managing network for sharing use. the host can send instruction to the stamping device to stamp two dimension bar code as identifying code on the printing circuit board. the software such as artificial intelligence or quasi-neural net is installed on host to analyze property of no good products, where and when it takes place. the software also guesses the cause and put forward improving countermeasure.
6560552;parameter setting method of ejection forming machine;the present invention utilizes experimental desgin method, and combines it with modular flow analysis software to simulate the process of actual ejection forming and analyze simulation result so as to create the data base of qualitative relationship of ejection forming machine parameter and ejection formed product quality parameter, and utilizes said data base to train neural network, and create said neural network to predict quality of the ejection product formed by ejection forming machine. when it is used, firstly, the parameter to be tested of ejection forming machine can be inputted intosaid neural network. after said parameter is executed by said neural network, the predicted ejection formed product qualitity parameter can be outputted so as to help the operator to set the ejectionforming machine parameter.
6561250;intelligent control method of ejection former;an intelligent control method for ejection former features that the neural network-like control and quality predication ejection forming are used, the multiple loss function for product quality as the index is used for optimal control, and the experimental results are analyzed by cae simulation software program. after several shaping periods, the parameters close the optimal values can be quicklyset up for high rate of finished products and productivity.
6644427;multifunctional oil increasing controlling method and controller;the invention relates to a multi-functional controller for increasing yield of oil. the said controller includes software package of expert system, liquid stream comparator, rotation position sensor,frequency converter or composite intelligent module, and cpu control module. based on signal of oil output situtation dynamically detcted by the liquic stream comparator, the expert system analyzes and calculates oil output situation of oil pumping unit, so as to find out the static and dynamic operating points of maximum oil output. thus, the oil pumping unit, stroke ratio etc. are adjusted to their optimal running point, making yield of oil reach maximum.
6648164;portable agriculture specialist system;the present invention belongs to the field of electronics and computer technology. the proposed agriculture expert system features that the system has not only the functions of personal digital assistant, including as notebook, memorite, calcualtor, name card, fax, e-mail, etc., but also the agricultural application software, which may be replaceable, if necessary. being small, easy to carry about, simple in operate and strong in functions, the present invention is especially suitable for use by agricultural workers.
6650592;high-voltage fault discharge on-line monitoring system for electric machine;the present invention relates to a high-voltage motor fault discharge monitoring system and its detection method based on neutral coupling. it adopts high-frequency wide-band current sensor, whide band preamplification circuit, narrow-band signal detecting and alarm unit, industrial control machine including dsp signal high-speed collecting module and server to form wide band plus narrow band system hardware matching mode. its software adopts modularized structure, including the modules of data transmission, characteristics extraction, characteristics data base and expert system, etc. this invention can greatly raise the reliability of system and anti-interference property, its miss ratio of zero, and its error report ratio also can be greatly reduced, it can utilize optical fiber local area network to form several motors distributed monitoring system.
6651269;intelligent control method of cracking furnace in ethylene preparing equipment;an intelligent control method for the pyrolysis furnace in ethylene plant features that the model to measure heat value of fuel gas, which is developed by fuzzy nerve network, the real-time feedforward deduction control based on said model, the expert system for heat distribution of the side wall and bottom of said furnace, the outlet temp control system for furnace tubes, equivalent and total throughput control system for outlet temp of furnace tubes, and on-line self-correcting control system of the mass flow ratio of input gas/hydrocarbon are used.
