"appln_id";"appln_title";"appln_abstract";"AI.patent."
161766;"method of compressing electrocardiogram data and electrocardiogram telemetry system using the same";"in an electrocardiogram telemeter, a data acquirer is operable to acquire electrocardiogram data. a data compressor is operable to compress the electrocardiogram data with either a wavelet transform, a huffman coding, or an arithmetic coding, thereby generating compressed electrocardiogram data adapted to be transmitted to a remote receiver which is configured to reconstruct the electrocardiogram data.";"No"
4642771;"methods and apparatus for controlling communications networks supporting layer 3 services";"in methods and apparatus for controlling a communications network supporting a layer 3 service, data characterizing activity of the network both in layer 3 and in at least one layer below layer 3 is collected. the collected data are processed to determine that a reconfiguration of the at least one layer below layer 3 is favourable, and to determine a favoured reconfiguration of the at least one layer below layer 3. implementation of the favoured reconfiguration is initiated. the layer 3 service may be a packet data service, such as internet protocol service, and the layers below layer 3 may include an optical transport layer which is reconfigured based on processing of data collected from both the optical transport layer and the packet data layer. rapid reconfiguration of the optical transport layer according to data collected from both the packet data layer and the optical transport layer reduces over-provisioning of the network needed to meet difficult-to-predict traffic patterns and loss of revenue due to inability to serve traffic with the current network configuration. a fuzzy logic control algorithm is described.";"Yes"
6564305;"color multi-objective fusion identifying technology and system based on neural net";"in the color multi-objective fusion identifying technology and system based on neural net, multi-stage artificial neural net technology is applied and characteristic color and morphological filteringmethod is adopted in channel compression, target positioning and image segmentation. in the condition of existing color targets with comprehensive distortion in size, inside plane orientation, outer orientation, angle, color, etc., the multiple color targets may be real-time identified. the real-time direct identification of multiple color target scenes has greatly compressed information amount, shorted pre-treating aid identification time, less training samples and short training period, and can realize identification in unchanged comprehensive distortion of size, shape and color.";"Yes"
180527;"system and method for adaptive theming of a mobile device";"in the field of mobile devices, it is desirable to allow parties extraneous to a mobile device's manufacturer the ability to theme the mobile device. it is also desirable to allow changes to the theme of the mobile device in order to reflect changes in the corporate identity or services offered by a vendor or carrier associated with the mobile device. herein provided are methods for the just in time theming of a mobile device. the methods allow for a mobile device to transmit identification information upon activation, receive user interface customization information in response to the transmitted identification information and to subsequently set the mobile device's user interface to correspond with the received user interface customization information. also provided are methods for a server to receive identification information, provide the appropriate user interface customization information based on the received identification information and supply the user interface information by transmitting the information.";"No"
4873249;"on the definition, design and implementation of an integrated, global, intelligent capacity agent for telecommunications and unified networks based on quantification and qualification of information by an elementary, transaction based model (convergence and unification of economics and physics through an elementary definition of information: applications";"in this description of our invention, many interesting and revolutionary and evolutionary ideas have been launched. please refer to the web site: www.infodynamics- research.org for further detailed explanations. the invention begins by showing a process model for the customer operations and provisioning group of an incumbent local exchange carrier. this is a system being modeled in terms of information flows, based on the quantum definition of information presented later. in this process the correlation between time (and increment al changes in time) with information (in terms of incremental changes in information) are described. in system terms the effects of quantum values of information on entropy (disord er in the system) and changes in entropy with time (as information flows) are modeled. this model is the foundation of the product space for the new products introduced in the second part of this paper. it can be seen that this entire process of provisioning and information flow s can be optimized, if a quantum definition of information, defining quality and quantity of information, and defining information as an elementary force and field, possibly equivalent to the hypothetical higgs field, where the higgs bosons are, in fact, the particle proposed in this paper: infoton. a detailed description of higgs particles and higgs for ce is presented in appendix 2. a strove correlation to the infoton is described by the followin g links: http://pdg.lbl.gov/atlas/etours physics/etours physics09.html http://pdg.lbl.gov/atlas/etours physics/etours physics10.html process optimization, re-definition of information at a quantum level, relationship described between entropy, time and information, all lead to three new products for converging communication networks: (i) an intelligent unified capacity agent, which is an artificial intelligence based expert system (consisting of several knowledge modules, specified below) (ii) an information based/content based billing system (iii) an infoton swit ch based on a principle similar to the heisenberg uncertainty principle, and quantum symmetry and pairing of elementary particles actually applicable to information retention and los s. these products lead to another theoretical arena and a hypothetical proposition (appendix 1): particle nature of information and wave nature of time. this proposition, taking into account information symmetry and completeness and correlation wi th time, directly provides a new evolutionary perspective for economics impacting: price theory. game theory, arbitrage and negotiation economics (nash/cournot equilibriums ), bargaining under uncertainty and dynamic games (please refer to the web site : www.infodynamics-research.org) set of passwords: index page: infoton introduction to process model: beta complete copyright/patent: quark infodynamics research on ip contact centers, firewalls: lepton";"Yes"
95075;"a system and method for mapping between message and data domains using a metadata defined mapping";"it is desirable to drive down the complexity involved in developing the wireless application by reducing the need to do any explicit coding, as well as reducing device resources utilized by the application when provisioned. having an intelligent wireless device runtime environment (device runtime) that provides a set of basic services to manage the wireless application as a series of application components, and their interactions, can simplify the development effort and reduce resource allocation. the wireless application is described as a set of components. the data domain for this category of applications is defined using atomic data components. the communication between the device and a server is defined using atomic message components. both message and data components are described in metadata using a structured definition language such as xml. the relationships between the message and data components are embedded in the xml definitions in the form of message/data mappings. typically, outgoing messages are derived from some underlying data component and incoming messages affect the current state (or data representation) of the application. it is therefore apparent that the metadata defined mapping relationship is preferable between the expression of data and message components. <image>";"No"
4306265;"expert system or production rule processor";"many attempts have been made to design a suitable computer architecturefor processing production systems in parallel and/or in real time. this invention is a processor that can execute production systems such as expert systems or rule based algorithm in real time by processing the rules in parallel. it is based on an arrangement of special gates that permit the firing of several rules concurently. it also does the match of the premisses of rules with the input or conclusions of fired rules in parallel. once programmed with a production system, the arrangement of gates becomes an analog processor for that particular production system. several variation or improvement are possible for application to particular fields such as control systems, expert systems, logic programming. the differences permit simpler designs when backward chaining, negation or arithmetic capabilities are not needed.";"Unclear"
4858412;"dynamic scheduling tool for office appointments management";"method and system for dynamically scheduling and managing appointments of professional services using artificial intelligence. the appointment schedul e can be shifted, updated and rearranged in real time based on a plurality of inputs.";"Yes"
4705217;"method and system for evolutionary phenogenetic engineering";"method and system for facilitating the design of a species of artifact throu gh a process of participative refinement; this process being analogous to natural selection as it operates within biological populations. in this invention, genetic data structures are employed to encode designs. participants publish these encoded designs on a communication network, such as the internet, to establish a population of variant genotypes. these genotypes are then subject to human guided mutation and recombination, resulting in the progressive improvement of the corresponding designs.";"Yes"
190543;"method and system for adapting a user interface of a device";"method for adapting a user interface of a device, comprising detecting user characteristic data of an active user, wherein said user characteristic data is descriptive of a capability of said active user to handle said user interface, determining an adapted user interface based on said user characteristic data; and approving said adapted user interface based on user feedback of at least one user with similar user characteristic data.";"Yes"
5903302;"characterisation of plant growth substrates";"method for the characterisation of a plant-prodn. substrate (i) , using a simple biotest requiring no expensive appts., comprises (i) carrying out a series of biotests with (i), (ii) assessing each individual biotest, to ascertain individual results, (iii) collating the individual results and (iv) assessing the collated results (pref.with an expert system) to characterise (i)";"Yes"
178491;"palette-based color selection within a user interface theme";"methods and devices that enable the customization of colors in a user interface by using a palette to define colors. the palette includes strings that have color values assigned to them. the strings are referred to in style sheets where color attributes are specified, such that colors can be redefined in the palette rather than in the style sheet.";"No"
180687;"management method for server customer communication";"methods for managing communications between server devices (30) and customer devices (11,12,13) comprise steps of reading / writing parameters at one of the devices (11,12,13,30) for configuring / monitoring the other one of the devices (11,12,13,30) and, to allow arbitrary parameters to be introduced, comprise steps of, for the parameters, creating attributes comprising extended markup language schemes for defining the parameters. said one of the devices (30) is linked to a northbound interface (33) and a southbound interface (31,32), the creating step being performed via the southbound interface (31,32). said one of the devices (30) is linked via the northbound interface (33) to for example a service provider (40) and via the southbound interface (31,32) to for example the customer device (11,12,13). the extended markup language schemes may define types, descriptions of the types, descriptions and/or metadata of the for example non-standardized parameters with names and values. the server device (30) may be an auto configuration server, the customer device (11,12,13) may be a customer premises equipment, the method may be a tr069 protocol.";"No"
2706077;"system for knowledge acquisition and re-use";"methods, apparatus, and computer program products are disclosed for processing conclusions in a knowledge-based system using multiple-classification-ripple-down rules for generating an output conclusion in response to an input case, the system using cases, classifications and conclusions. in one embodiment, the method comprises adding a rulenode at the end of a rule tree path for a live rulenode that has been rejected to provide a conclusion and to refer to a parent conclusion of the added rulenode.";"Yes"
6529331;"most probable explanation generation for a dynamic bayesian network";"methods, systems, and apparatus are provided to generate a most probable explanation (mpe) for a bayesian network (bn). a first data structure is populated by iterating from the leaves of a junction tree (derived from the bn) to the root and retaining maximum potentials along the way. a second data structure records selective index locations that map into the first data-structure. these selective locations correspond to selective maximum potentials housed within the first data structure. all the selective maximum potentials are resolved once a root maximum potential is known for a given problem. the selective maximum potentials form a mpe through the junction tree to the reach the result.";"Yes"
6529330;"viterbi path generation for a dynamic bayesian network";"methods, systems, and apparatus are provided to generate a viterbi path for a dbn. the dbn is converted to a chain of junction trees, where each tree represents a decision-making process. the trees are forwardly iterated and the viterbi path is generated during the forward iteration (forward pass). this is achieved by maintaining backpointers to previously processed junction trees during the forward pass and dynamically assembling the viterbi with each pair of junction trees during the forward pass.";"Yes"
4761442;"monitoring system and method";"mobile station protocol that allows mobile stations to send data to cellular networks even if a jammer is blocking all land station to mobile station communication the end result is a best-effort uplink communication service. the mobile station sods a plurality of times the same data-holding frame over all possible access channels to the network . central server using artificial intelligence and stochastic models to track a remote mobile client equipped with inertial sensors and whose movement is constrained by a set of possible routes on a digital map. a mobile terminal starts by sending to the remote server its initial position and orientation, and then continuously sends to the remote server data kinetic parameters obtained from inertial sensors. temperature and other parameters needed to tune pre-defined stochastic models can also be sent to the server on an as- needed basis. the server software compensates for all non-ideal and induced errors to the received data, extracts various information from the corrected signals, applies the digital map constraints, and provides the tracking user with the possible routes.</s doab>";"Yes"
110305;"establishment method for private television system on the internet";"provided are a private television system and a method for establishing the same on the internet. the private television system includes a tss-pc, a manager server, and a remote pc. the tss-pc includes a tv receiving card and a lan card for receiving a tv signal, and has compression/transmission software for transforming tv broadcastings to moving image files, compressing and transmitting the moving image files. the manager server is connected to the tss-pc through a network, receives network information of the tts-pc including mac address and ip address and stores the received network information with personal information. the remote pc is connected to a network for receiving the network information including the mac address and the ip address from the manager server 20 and includes reception/reproduction software for enabling a user to watch tv broadcasting by controlling the compression/ transmission software.";"No"
153102;"software release management";"software release management begins with receipt of a release candidate comprising a software build for a particular target software release. it ends with the step of handing off that software build and associated meta-data to a manufacturing team. no changes to the software build itself are made during this process. information about builds, targets software releases and stock keeping units (software products) are stored using a hierarchical representation. a sequence of ordered testing and approval steps is stored and may be dynamically re-configured. a release manager automatically manages the testing and approval steps according to the sequence. web services are used to receive meta-data about the builds and release candidates.";"No"
102627;"execution of textually-defined instructions at a wireless communication device";"software, methods and devices for executing textually-defined instructions at a wireless communication device are disclosed. the instructions may be for performing a mathematical operation upon specified integer or floating-point operands, for performing one or more specified actions for each pass through a loop, for performing one of two sets of actions based on a user selection of one of two user interface controls, or for triggering a timer for delaying a subsequent action by a specified time interval. the instructions may be defined in a markup language such as extensible markup language (xml). the software, methods and devices may form part of a system for allowing varied wireless communication devices to interact with server-side software applications.";"No"
4311;"computer implemented method for generating interrelated computer executable files, computer-based system and computer program product";"summarizing, the present application relates to a computer implemented method for generating interrelated computer executable files at a server side comprising the steps of: \n - providing at a client side a graphical user interface associated with machine readable code in a machine language, wherein the graphical user interface displays data substantially in clear text; \n - selecting and associating two or more sections of machine readable code in machine language at said client side using said graphical user interface; \n - computer implemented verification of a coherence of said selected machine readable code at the client side before compiling said selected machine readable code at the client side and outputting the result of said coherence verification substantially in clear text, wherein \n verifying the coherence of said selected machine readable code comprises \n -- computer implemented verification of the coherence of said selected sections of machine readable code and/or \n -- computer implemented verification of the coherence of said associations of said selected sections of machine readable code; and \n - upon approval of the coherence, compiling the selected and associated two or more sections of machine readable code at a server side to create two or more interrelated executable files which are executable by the server as well as a computer-based system and a computer program product.";"No"
179420;"system and method for simplification of data structure in wireless communications";"system and method for data simplification in wireless communications are enabled by an application developer toolkit (22) used to convert complex service messages (76, 84) to simplified data messages (72,84) for storing information associated with a remote service (18a,18b) that utilizes complex data structures (20) for conveying the information to devices that access the remote service. the application developer toolkit also outputs maps (52,54) for converting the complex service messages to the simplified wireless messages in a format of a simplified data structure (200), and maps simplified wireless messages to complex service messages. a proxy (40) located in a communications path (42,44) between a wireless device (56) and the remote service uses the maps to convert the complex service messages to the simplified service messages, and vice versa.";"No"
4469696;"system for assessing air quality";"system for assessing the presence of gases and physical components in air, comprisinga number of different sensors, each sensitive to one or more different gases and/or physical components and each able to supply a signal varying with the concentration of the respective gases or physical components concerned, and means for processing the signals supplied by said sensors. said processing means are embodied as a neural network to which the sensors are connected, in which all sensor signals are combined into one single output value, which network is adapted and programmed during a learning period in which the output value obtained for predetermined air samples is repeatedly compared with a similar value supplied by a reference panel of trained human beings or animals for the same air samples until both values are within a predetermined margin identical.";"Yes"
466838;"system and method of adaptive generation of problem determination decision procedures";"system, method, and program storage device for adaptive generation of problem determination decision procedures are provided. the decision procedures may be used, for example, for isolating problems and determining solutions to the problems in complex systems, such as it systems and consumer electronics products. in one aspect, an optimal decision procedure is generated from an universal representation of system states and actions.";"Yes"
102656;"localising unstructured resources";"systems and methods of processing an unstructured resource which contains one or more data portions are described. the method comprises reading the unstructured resource into memory and accessing a data structure associated with the unstructured resource. this data structure contains a number of elements, each element including position information for a data portion in the unstructured resource. using this position information, data portions are located from the unstructured resource and processed and the locating and processing steps are repeated for each element in the data structure.";"No"
7791254;"active real-time three-dimensional positioning system based on binocular vision and laser distance detection";"the 3d active real-time positioning system based on binocular vision and laser ranging consists of three parts of vision processing subsystem, control subsystem and mechanical mechanism. the target image the video camera under the control of image acquisition card obtains is processed in the vision processing computer to obtain the 2d position information in image coordinate sent to the public memory area. then, the control computer obtains the position information from the public memory area, performs coordinate conversion and real-time programming, outputs via d/a converter board to the driver to drive the motor and controls the laser via the angle encoder feedback loop to irradiate the target accurately. finally, the depth information the range finder measures is fed back to the vision computer to obtain the 3d position information of the target. the system has the advantages of high distance precision, high activity, high real-time performance, low cost, etc.";"Yes"
44330;"apparatus and method of calibrating for a modeling tool and modeling tool incorporating such an apparatus";"the apparatus has a decomposing unit (16) to decompose outputs (s) of a modeling tool and observations (o) from the tool in independent components. a neural network (18) processes data from the tool to modify the outputs according to acquisition of modifications, during a training phase, to be provided to the outputs for making the outputs to correspond with the observations. independent claims are also included for the following: (a) a calibrating method for a modeling tool (b) a computer program recorded on a data storage medium including instructions for executing a calibrating method.";"Yes"
260100;"multilayered hierarchical computer architecture for communication system, has event module receiving and/or sending event to lower layer and action module sending and/or receiving action from lower layer";"the architecture (1) has upper and lower layers (2a, 2b), each comprising an object model (3a) that includes several states of the object. event module (6a) receives and/or sends an event to the layer (2b) of the architecture. action module (8a) sends and/or receives an action from the layer (2b). the event module is arranged for passing the state of the object model from a passed state (5a1) to an actual state (5a2) during the reception of the event from the layer (2b). the action model adds future states (5a3, 5a4) to the object model during the reception of the action from the layer (2b). an independent claim is also included for a method for modifying a state of object model of architecture of hierarchical layers for realizing a communication system between computer terminals.";"No"
7893672;"method for realizing automatically compiling test paper from item pool using improved genetic calculation";"the automatic test paper composing process adopting improved genetic algorithm test question library includes mainly the following steps: making test paper composing policy, selecting test questions, composing test paper automatically, and analysis and evaluation. the present invention improves traditional simple genetic algorithm, maintains the features of simple genetic algorithm, including built-in parallelism, overall optimization and fast convergence speed, and avoids the demerits of early blind search, premature convergence, etc. by means of the improved genetic algorithm, it is possible to compose test paper fast in computer, the test paper has its parameters meeting the requirement of the test paper composing policy, and the test questions are highly random, scientific and reasonable and meet the requirement of network test. the present invention has excellent application foreground.";"Yes"
7698889;"bionic computer";"the bionic structure computer is a new type digital computer. it imitates the basic working mode of animal brain, and is designed into left and right two half-brains which are mutually independent and basically symmetrical. said invention converts the control for any controlled object into the digital control for relay switch, and uses the movement time of every controlled switch and switch code as material for programming, and has no need of using programming language. when every programme is processed in interior of computer, it is checked bit-by-bit twice, so that it features strong resistance to interference and virus infection, simple programming and operation and serialized production. after a radio-frequency transceiver device is added between left and right two half-brains it can be used for remote control.";"No"
6530705;"dynamic neuron fuzzy calculation model capable automatic distinguish human body chromosome pattern";"the characteristics are: (1) the n steps dymical fuzzy cluster network dfcn (n) <r,a,o> is compused by neure nd(k) (k=1,2,...,n), nd(k) is corresponding to chromosome sample mode x(k) (k=1,2,...,n), to add neure nd(o) corresponding to chromosome mode x(o) to be identified, to expand dfcn(n) <r,a,o> to (n+1) steps dymical fuzzy cluster network dfcn (n+1) <r,a,o>. (2) to do dymical fuzzy cluster analyze for x={x(k)=1,2,...,n} by dfcn(n) <r,a,o> and realize ideal dividing s={s(k) (k=1,2,...c)} [s(k) x]. (3) to do dymical fuzzy cluster operation for ={k(k) (k=0,1,2,...,n)} by dfcn (n-1) <r,a,o>, and to identify x(o) by the bound of ideal dividing s={s(k) (k=1,2,..,c)}. the dymical neure fuzzy operation model has high identify ratio for chromosome and its identity error ratio is zero.";"Yes"
6677516;"optical mouse chip having silicon retina structure";"the chip includes the image sensor array unit, the accumualtion unit and the comparison selection unit. the image sensor array unit detects the motion direction of the image and outputs the values ofthe image in different motion directions respectively. the accumulation unit accumulates the total output voltage of the image in different motion directions. the comparison selection unit selects the maximum output value from the total output value of the image in different motion directions in order to represent the motion direction of the image.";"No"
6766898;"logic reorganizable circuit";"the circuit includes one output end, one output end and three functional modules at least. each functional module has at least one input end and one output end. the characters are as follows. at least one input end of the said circuit and at least one output end of each functional module passing through the network-coding unit are connected to at least one input end of at least one function module and the at least output end of the said circuit. among the connections above, at least one output end of at least functional module through the coding unit is connected to at least two input ends ofthese functional modules. with the value of the control input end of the network-coding unit being changed, at least one control input end can changes the connection relations between input/output end of the said circuit and each output/input end of each functional module.";"No"
7790225;"computerized automatic share buying and selling system and intelligent forecasting of share price trend";"the computerized automatic share buying and selling system based on three section and three stage mathematic judging model includes equipartition method mathematic model,, pyramid method mathematic model, loss stopping method mathematic model, raising passage-kdj-rolling fund-pyramid mathematic model, passage regulation-kdj index-loss stopping method pyramid mathematic model, share price bottom-3tm-pyramid mathematic model, high share price position-kdj index-loss stopping method-pyramid mathematic model, long line investment-middle line investment-three section and three stage mathematic model, short line investment-kdj index-pyramid-mathematic model and individual share investment mathematic model. it may be used in forecasting the share price in the next 5-10 years. the present invention performs share buying and selling via computerized operation and has high practicability.";"Yes"
4582155;"apparatus and method for filling various containers with liquid or viscous materials";"the containers are filled with product whose flow rate, pressure, and density vary; products can range from liquid to paste, with or without chunks. product is channeled partly toward the control valve and partly into monitored pressure anal compression chambers. the first stage in filling the container is accomplished at a faster flow rate (which depends on tie consistency of the substance), while the last stage is slower for the sake of precision in attaining the target weight. an expert system subjects all process and product variables to servo control in order to provide the efficiency and the yields expected of a packaging process.";"Yes"
5841230;"fuzzy logic controller";"the controller is designed to use fuzzy logic rules. it includes a circuit for determining a degree of global truth of the rule premise and a circuit for determining the output values. the global truth circuit has a number of circuits for difference determination(5) each supplying a difference value which is equal to zero when a particular condition of the rule is exactly verified and which is a quadratic or linear function of the difference between the input value and the reference value of this condition. a transformation circuit receives as input the sum of the difference values for the different conditions and produces a signal representing the degree of truth of the premise of the rule.";"Yes"
5915292;"fuzzy logic controller";"the controller is designed to use fuzzy logic rules. it includes a circuit for determining a degree of global truth of the rule premise and a circuit for determining the output values. the global truth circuit has a number of circuits for difference determination(5) each supplying a difference value which is equal to zero when a particular condition of the rule is exactly verified and which is a quadratic or linear function of the difference between the input value and the reference value of this condition. a transformation circuit receives as input the sum of the difference values for the different conditions and produces a signal representing the degree of truth of the premise of the rule.";"Yes"
266564;"method for controlling a decision process seeking a goal in a determined application domain, such as economical, technical, organisational or analogous and system for performing the method";"the decision making process uses agents (gm,um,p) applying pre-set rules and strategies to form relations, directed at a glo goal, between knowledge objects reflecting a viewpoint in the application domain and other objects reflecting other points of vi or other competencies in the same or related domains. knowledge objects use an alert index to trigger decisions.";"Yes"
193313;"mobile dataprocessing handheld apparatus";"the device (1) has a data processor contained inside a housing (3) which has a front side (4) and a backside. the front side of the housing is provided with an input mechanism (6) for inputting data and for operating the device, and an indicator display (5) for showing images, processing and control information. another indicator display (7) is provided on the front side of the housing, in which the additional display is connected to a digital camera to show the images obtained from the digital camera. both indicator displays may be provided with touch screens.";"No"
152580;"system and method for dynamically displaying process states in an automation system";"the device has a selection unit for selecting an object graphically represented on a surface to be projected by a projector, where the object represents a state variable of an automated system. an input mask (4) is provided for inputting graphical characteristics of the object describing conditions through the projector, where the graphical characteristics of the object are representable based on actual value of the state variable. the input mask is formed as table (6), and a context menu (7) is provided for selecting the characteristics to be visualized. an independent claim is also included for a method for graphically projecting a surface of an operation and observation system.";"Yes"
6810755;"dynamic cognitive nerve network and its implementation";"the dynamic cognitive nerve network consists of input layer, hidden layer, structure layer, memory layer and output layer. it has proportional, integral and differential dynamic characteristics. whenused in identifying system, it has fast convergence speed and thus well tracking the identified system. when used in control, it is one pid controller with varied structural parameter. the present invention is different from other nerve network in that its weight valve has physical meaning. its initial value may be selected based on the understand of the physical process, and this can avoid the instability of the controlled system in the initial stage and the caused disturbance.";"Yes"
73246;"reson - dynamic search key for knowledge based information management";"the dynamic search key is used for easy recognition of stored objects on the basis of variables and their momentary values. all variables are converted to dynamic search keys, thus allowing the search to be made without any implied knowledge about what the various variables actually represent. the dynamic search key is produced by converting a variable's momentary value to a string of characters, consisting of letters, numbers, and symbols, by making sure that only such characters are chosen that can be utilized in a search key for the database system in use, and by splitting the variable in a selected number of segments within its boundary values, with a character allocated to each of said segments, and where each such segment is being split into another number of segments within the segments boundary values, until one reaches a lower limit, given by the required precision. for each level of splitting, a character is added to a character string which finally constitutes the dynamic search key. objects being searched for contains one or more such dynamic search keys for every variable that are required to identify the object, and representing those values of said variables that are required to uniquely identify the object. a knowledge based control system using this technology is being realized by including a database with objects containing control instructions that can be retrieved by using dynamic search keys that are generated from the momentary values of one or more relevant control variables.";"Yes"
267620;"filtering device and method for reducing noise in electrical signals, in particular acoustic signals and images";"the filtering device (80) comprises a neuro-fuzzy filter (1; 80) and implements a moving-average filtering technique in which the weights for final reconstruction of the signal (ol3 (i)) are calculated in a neuro-fuzzy network (3) according to specific fuzzy rules. the fuzzy rules operate on three signal features (x1(i), x2(i), x3(i)) for each input sample (e(i)). the signal features are correlated to the position of the sample in the considered sample window, to the difference between a sample and the sample at the center of the window, and to the difference between a sample and the average of the samples in the window. the filter device for the analysis of a voice signal comprises a bank of neuro-fuzzy filters (86, 87). the signal is split into a number of sub-bands, according to wavelet theory, using a bank of analysis filters including a pair of fir qmfs (h0, h1) and a pair of downsamplers (85, 86); each sub-band signal is filtered by a neuro-fuzzy filter (86, 87), and then the various sub-bands are reconstructed by a bank of synthesis filters including a pair of upsamplers (88, 89), a pair of fir qmfs (g0, g1), and an adder node (92). <image>";"Yes"
285380;"fuzzy filtering method and associated fuzzy filter";"the fuzzy filtering of a noise signal comprising a plurality of signal samples ‡?s(t,k)‡? is carried out using as variables the variation of the signal in the considered window and the distance of the samples from a sample to be reconstructed, so as to distinguish the typical variations of the original signal from those due to the noise and to identify the signal fronts. the method comprises the steps of: defining a current signal sample ‡?s(t)‡? from among the plurality of signal samples; calculating a plurality of difference samples ‡?d(t,k)‡? as difference in absolute value between the current signal sample and each signal sample; defining distance values (k) between the current signal sample and each signal sample; determining weight parameters ‡?p(k)‡? on the basis of the difference samples and the distance values by means of fuzzy logic; and weighing the signal samples with the weight parameters so as to obtain a reconstructed signal sample ‡?o(t)‡?. <image>";"Yes"
6941721;"apparatus for realizing high-new technology market fixed standard based on net computation";"the high and new technology market defining standard realizing equipment based on mesh calculation includes: target-oriented market defining virtual and real bourn, cooperative mesh calculation environment, multi-channel data source, attribute characteristic, mode distinction, element marker, scene setting, executing non-linear task, man-machine interacting interpreter, magic engine and visual scene operation. it has also target distinguishing and monitoring module, market defining standard maths model, etc. in the upper part; and artificial intelligent network, real-time information library, etc. in the lower part.";"Yes"
6564306;"small optoelectronic 3d object real-time identifying system";"the identifying system utilizes mixed optoelectronic technology and multi-layer nerve net method in realizing identification of several 3d objects with unchanged comprehensive distortion. the mappingclustering code and fuzzy identification method based on nerve net encodes the invariability of input objects in isoassociative network, i.e., the different input signals of one identifical object with rotation in or outside one plane, shift, size change, etc. are mapping encoded into the same code and each object corresponds to one code. wta with great memory amount is selected as the second stage of net for fault-tolerance association identification to calculate the result. the present invention has great identified target variety and high identification rate.";"Yes"
6543383;"self-programming large-scale parallel-processing bionic structure computer";"the invented computer is designed based on automatic control theory provided by invention patent number 99122329.2. a new large-scale parallel processing techniques are put forward from both of hardware and software of the computer. the techniques are suitable for procedure control and programming and provide solution scheme of main part for subject of 017-job specification of national 973 plan. the computer contains a new data compress technique and possesses automatic programming capability through procedure demo, also increases number of channel without need to increase bandwidth.";"Unclear"
3897768;"system and device for object detection and identification using gamma, x-ray and/or neutron radiation";"the invention belongs to systems of identification of remote objects by detectôÐing gamma, x-ray and neutron radiations, particularly, to systems allowing to identify objects that are concealed or forbidden to transfer, for example, at customs, checkpoints etc.. the task of the present invention is to create mobile and simultaneously high capacity objects monitoring and identification system. moreover, invention task is to make it possible to develop distributed multilevel system, as for departmental usage, and open system for common usage. the set problem is solved by that the detection unit is made separately with a micro controller and data transfer device, the preprocessing unit is supplied with a channel for data acquisition from detection unit, and processor, and display unit and two-way channel of communication with object identification expert system. the set problem is solved by that the information processing unit is made of two hierarchic separate parts, interconnected by communication channel, one of which is preprocessing unit/units, and second part is expert system, that in case of need can connected by communication channel with the first part, and is located separately with all preprocessing devices service capability.";"Yes"
3897776;"method of object identification";"the invention belongs to the field of remote object identification by its passive and/or active radiation, namely, the systems allowing to identify objects including the concealed ones. the goal of the invention under consideration is to develop a mobile and yet highly-efficient object detection and identification system by gamma, x-ray and neutron radiation. besides, the other objective of the proposed invention is to make it possible to create a distributed multilevel system for a departmental use as well as an open system for common use. the problem put by is solved as follows: the expert system is designed to be multilevel. at a low level, the capacity of the portable computer sensor of the expert system is used; at a higher level - functioning of the local network of the expert system through communication links is realized; and the next level represents the global specialized expert system performance in real time. the transference from a lower level to a higher level takes place in the case of an object identification vagueness. there are other differences from the prototype. thus, usage of all the features allows to solve the set problem - to develop a mobile yet highly efficient object registration and identification system.";"Yes"
