appln_id;appln_title_lg;appln_title;appln_id
47622423;en;Speaker independent speech recognition system and method using neural network and/or DP matching technique;47622423
334282448;en;STRUCTURE OF RULE-BASE EXPERT SYSTEM FOR PRIVACY VIOLATION CERTAINTY ESTIMATION;334282448
334284070;en;POWER CONTROLLABLE COMPUTER SYSTEM COMBINING NEURO-FUZZY SYSTEM AND PARALLEL PROCESSOR, METHOD AND APPARATUS FOR RECOGNIZING OBJECTS USING THE COMPUTER SYSTEM IN IMAGES;334284070
334295284;en;METHOD OF CLASSIFICATION OF ELECTROENCEPHALOGRAPHIC SIGNALS IN INTERFACE BRAIN-COMPUTER;334295284
334318244;en;Method for identifying multi-input multi-output Hammerstein models;334318244
334379655;en;Identifying activities using a hybrid user-activity model;334379655
334393341;en;Lower-limb prosthesis force and moment transducer;334393341
334393770;en;Automated system and method for managing a process for the shopping and selection of human entities;334393770
334394195;en;METHOD AND SYSTEM DEFINING AND INTERCHANGING DIAGRAMS OF GRAPHICAL MODELING LANGUAGES;334394195
334499233;en;METHOD AND SYSTEM FOR ADMINISTERING AN ANAESTHETIC;334499233
334507814;en;Material fatigue-life predicting method based on support vector machine;334507814
334507839;en;Structural damage identification method based on laser television holographic technique;334507839
334508657;en;Control method of bus arrival time prediction model;334508657
334509418;en;Transmission adaptive method based on double credible evaluations;334509418
334661209;en;Sea surface oil spilling detection method of complete polarization synthetic aperture radar;334661209
334661995;en;Virtual sample-based KPCA (kernel principal component analysis) characteristic extraction method and mode identification method;334661995
334662088;en;Human face cartoon generating method based on machine learning;334662088
334684155;en;Bimodal emotion recognition method and system utilizing a support vector machine;334684155
334685241;en;APPARATUS AND METHOD FOR BLOCKING OBJECTIONABLE MULTIMEDIA BASED ON SKIN COLOR AND FACE INFORMATION;334685241
334687817;en;Unsupervised learning using global features, including for log-linear model word segmentation;334687817
334762135;en;Hierarchically scoped resettable variables in graphical modeling environments;334762135
334824432;en;APPARATUS AND METHOD FOR BLOCKIING OBJECTIONABLE IMAGE ON BASIS OF MULTIMODAL AND MULTISCALE FEATURES;334824432
335174660;en;Adaptive relay protection device based on radial basis function neural network;335174660
335182262;en;User-driven index selection;335182262
335184395;en;PIXEL INFORMATION REPRODUCTION USING NEURAL NETWORKS;335184395
335303705;en;Method of fuzzy logic control with combined sliding mode concept for ideal dynamic responses;335303705
335345721;en;Environmental parameter monitoring system employing self-regulation test chamber for calibration of flaw detector;335345721
335352512;en;System and method for diagnosis and treatment of a breathing pattern of a patient;335352512
335352998;en;AUTOMATED SYSTEM AND METHOD FOR MANAGING A PROCESS FOR THE SHOPPING AND SELECTION OF HUMAN ENTITIES;335352998
335579886;en;Adaptive real-time driver advisory control for a hybrid electric vehicle to achieve fuel economy improvement;335579886
335610870;en;Well control systems and associated methods;335610870
335672681;en;Distribution network fault location method utilizing natural frequency and artificial neural network;335672681
335673174;en;Method and system for realizing network game;335673174
335673224;en;Method for eye detection based on single infrared light supply;335673224
335673235;en;Contact network failure detection and diagnosis method based on unmanned aerial vehicle;335673235
335813169;en;INFORMATION PROCESSING APPARATUS, OBSERVATION VALUE PREDICTION METHOD, AND PROGRAM;335813169
335831542;en;On-line diagnosis and evaluation method of insulation state of large electric machine;335831542
335832035;en;Multi-neural network-based traffic matrix estimation method;335832035
335871947;en;Robust automated hierarchical determination for power monitoring systems;335871947
335872261;en;Weight-Prediction System and Method Thereof;335872261
335926677;en;Optimal cessation of training and assessment of accuracy in a given class of neural networks;335926677
336010459;en;Artificial larynx;336010459
336010852;en;System and method for estimating long term characteristics of battery;336010852
336218145;en;METHOD FOR EVALUATING PERFORMANCE OF TIRE;336218145
336300601;en;Signal conditioner facing to flight control emulation;336300601
336322172;en;Quick feedback analyzing system in tunnel constructing process;336322172
336325866;en;Efficient inhomogeneous clustering routing method of wireless sensor network;336325866
336333118;en;Portable multifunctional analyzer for vibration and noise tests;336333118
336502582;en;MEMORY HAVING INFORMATION REFINEMENT DETECTION FUNCTION, METHOD FOR USING SAME, AND DEVICE INCLUDING THE MEMORY;336502582
336704820;en;PROCESS FOR PRODUCING GLAZING SHAPES;336704820
336715673;en;Cutter damage adaptive alarm method based on wavelet packet and probability neural network;336715673
336718299;en;Blade fault diagnostic method based on strain energy response of wind-driven generator;336718299
336718767;en;Online nonlinear spectrum analysis and fault diagnosis instrument;336718767
336719553;en;Active learning based network data anomaly detection method;336719553
336803299;en;EXPRESSION DISCRIMINATOR CREATION DEVICE, EXPRESSION DISCRIMINATOR CREATION METHOD, EXPRESSION RECOGNITION DEVICE, EXPRESSION RECOGNITION METHOD, AND PROGRAM THEREFOR;336803299
336888531;en;Systems and methods for determining personal characteristics;336888531
336890971;en;Object memory management system;336890971
336910234;en;Method for establishing colon cancer prognosis prediction model;336910234
336910541;en;Ship course variable universe fuzzy and least square support vector machine compound control method;336910541
336910916;en;Image feature and smart regressive model-based method for optimizing intensity modulated radiotherapy plan;336910916
337040647;en;Internet public opinion crisis early-warning method;337040647
337040772;en;Multi-frequency synthetic aperture radar (SAR) data crop sensing classification method;337040772
337042930;en;Human-computer-interaction-based video depth map sequence generation method and system;337042930
337052086;en;500KV crosslinked-cable local-discharge on-line monitoring device;337052086
337108953;en;Method and system for sleep monitoring, regulation and planning;337108953
337109503;en;ARTIFICIAL INTELLIGENCE APPLICATION IN HUMAN MACHINE INTERFACE FOR ADVANCED INFORMATION PROCESSING AND TASK MANAGING;337109503
337116623;en;COMPUTER VISION AND MACHINE LEARNING SOFTWARE FOR GRADING AND SORTING PLANTS;337116623
337116648;en;METHOD AND APPARATUS FOR NEUTRON POROSITY MEASUREMENT USING A NEURAL NETWORK;337116648
337182778;en;Discriminative training in machine learning;337182778
337204170;en;Information relation generation;337204170
337212151;en;Borehole drilling optimization with multiple cutting structures;337212151
337255553;en;Pedestrian detection method and device;337255553
337264963;en;Metering and monitoring intelligent alarm system for crude oil gathering and transporting system;337264963
337433709;en;Reinforcement learning-based multi-Agent sewage treatment decision support system;337433709
337433727;en;Knowledge network semi-automatic generation method;337433727
337433809;en;Fault predicting and diagnosing method suitable for dynamic complex system;337433809
337453804;en;GENETIC OPTIMIZATION CONTROL TECHNOLOGY FOR STACKING MACHINES;337453804
337455826;en;PATIENT MATCHING;337455826
337546603;en;A new technique of digit recognition for the scoreboard in TV sport videos;337546603
337559721;en;Method of predicting the high/low points of TAIEX based on grey and Markov theories;337559721
337664073;en;Adaptive management method for power consumption of data center;337664073
337664866;en;Tide predicting method;337664866
337665795;en;Time varying TDD-MIMO (Time Division Duplex-Multiple Input Multiple Output) channel reciprocity compensating method based on LS-SVM (Least Square Support Vector Machine);337665795
337676991;en;OPHTHALMOLOGICAL MICROSURGICAL LOCAL AREA NETWORK FOR ONCOLOGICAL OPERATIONS;337676991
337692349;en;Delivery expert system, method and computer program product;337692349
337734883;en;Method and expert system for automatic analysis for legal documents;337734883
337747644;en;THERMAL SOLAR ABSORBER SYSTEM GENERATING HEAT AND ELECTRICITY;337747644
337843315;en;Coal mine unmanned workface development system;337843315
337892583;en;IMAGING BASED SYMPTOMATIC CLASSIFICATION AND CARDIOVASCULAR STROKE RISK SCORE ESTIMATION;337892583
338116595;en;Distributed buffer memory strategy adaptive switching method based on machine learning and system thereof;338116595
338121243;en;Grate bed running state visualization system;338121243
338131678;en;Expert system for selecting fit-for-purpose technologies and wells for reservoir saturation monitoring;338131678
338131814;en;ONLINE SERVING THRESHOLD AND DELIVERY POLICY ADJUSTMENT;338131814
338141145;en;Design expert system for MP3 player;338141145
338156089;en;Controlling a fabrication tool using support vector machine;338156089
338162137;en;Method of detecting intrusion of network hacker;338162137
338164445;en;Estimating wave parameters by artificial neural network;338164445
338173083;en;Method for evaluating the performance of an internal network in an enterprise by fuzzy logic;338173083
338268079;en;A system for analyzing and screening disease related genes using microarray database;338268079
338270101;en;Human resources expert system, performing method for human resource expert system and computer program product thereof;338270101
338271755;en;Inverter fault diagnosis method;338271755
338271762;en;Motor fault diagnosis method;338271762
338453301;en;Competitive BCM learning rule for identifying features;338453301
338476108;en;A method for scheduling a scalable video coding stream in a wireless mobile network;338476108
338519192;en;Neural network-based two-dimensional luminance measurement method;338519192
338533864;en;System and method for search results ranking using editing distance and document information;338533864
338651781;en;System and method for supporting the utilization of machine learning;338651781
338685037;en;High-efficiency hyperplane classification method based on linear programming;338685037
338685312;en;Intelligent auxiliary command system and method for controlling passage of ship in river reach;338685312
338686041;en;Wind energy and solar energy grid-connected generation system and control method thereof;338686041
338722516;en;IDENTIFICATION OF SEMANTICALLY RELEVANT CONCEPTS IN A GRAPHICAL MODEL;338722516
338786999;en;Method and apparatus for generating a bi-gram score in fraud risk analysis;338786999
338847935;en;INTEGRATED EXPERT SYSTEM FOR IDENTIFYING ABNORMAL EVENTS IN AN INDUSTRIAL PLANT;338847935
338862339;en;INTEGRATED EXPERT SYSTEM FOR IDENTIFYING ABNORMAL EVENTS IN AN INDUSTRIAL PLANT;338862339
338952673;en;DESIGN AND IMPLEMENTATION OF FACTOR GRAPHS;338952673
338962029;en;MICROPATTERNING PROCESS FOR NEURAL NETWORKS USING THREE-DIMENSIONAL STRUCTURES;338962029
338965491;en;MACHINE LEARNING FOR TRANSLITERATION;338965491
339040613;en;COLOR FORECASTING METHOD OF NATURAL DYED MATERIAL USING NEURAL NETWORK;339040613
339050255;en;The phosphorus removal system regarding the automatic determination of coagulant dosing rate using artificial intelligence;339050255
339056396;en;Positioning method using modified probabilistic neural network;339056396
339190396;en;Comprehensive identity protection system;339190396
339199324;en;Water alkalinity on-line measuring device based on solution image technology and measuring method thereof;339199324
339200199;en;SVM (Support Vector Machine)-based Web partitioning method;339200199
339200331;en;Method for segmenting fingerprint image based on cellular neural network and morphology;339200331
339200385;en;Method for identifying human activities based on BP (Back Propagation) neural network in intelligent family environment;339200385
339200717;en;Control method of intelligent wheel chair voice recognition based on end point detection;339200717
339205572;en;Small domestic oxygenator;339205572
339382231;en;Method for patterning graphene;339382231
339406581;en;SYSTEM AND METHOD FOR AUTOMATED ANALYSIS OF EMOTIONAL CONTENT OF SPEECH;339406581
339493110;en;Determining energy consumption in a structure;339493110
339589038;en;Method for islanding phenomenon detection of photovoltaic power generating systems;339589038
339607515;en;Subway train fault diagnostic equipment based on neural network;339607515
339637756;en;Artificial neural network model of body composition;339637756
339639703;en;Control apparatus for injection molding machine;339639703
339660770;en;Apparatus and method for testing state of charge in battery;339660770
339816905;en;METHOD AND SYSTEM FOR DEFINING PACKAGING COMPONENTS USING LIFECYCLE ANALYSIS;339816905
339859700;en;Power transmission line waving on-line monitoring device based on GPS positioning;339859700
340159338;en;Control method for manufacturing process of large deformation pipeline steel pipe;340159338
340294599;en;DEVICE FOR SPATIALLY ALIGNING AT LEAST TWO SUBASSEMBLY COMPONENTS AND METHOD FOR THIS;340294599
340300515;en;Wind power prediction method based on continuous time slice clustering and support vector machine (SVM) modeling;340300515
340448948;en;Method and device for automatically generating AI (artificial intelligence) component list;340448948
340472412;en;OMITTED;340472412
340500799;en;DEVICE AND METHOD FOR ANALYSIS OF SWING IN GOLF;340500799
340570991;en;A method for diagnosing food allergy;340570991
340622963;en;Industrial heat energy recycling system;340622963
340878835;en;Hydrological time series prediction method based on multiple-factor wavelet neural network model;340878835
340878992;en;Methods for acquiring equivalent load spectrum and estimating residual fatigue life of bridge crane;340878992
340879803;en;Method and system for detecting abnormal use of voice input equipment;340879803
340905089;en;System capable of realizing GPS track friend making via neural network path matching;340905089
340916610;en;MAINTENANCE EXPERT SYSTEM FOR MEASURING INSTRUMENT;340916610
340923823;en;Method for brightness level calculation in the area of interest of the digital X-ray image for medical applications;340923823
340926020;en;Information processing device, information processing method, and program;340926020
341026653;en;Image and video search engine based on content ranking;341026653
341079590;en;SATELLITE-BASED AUTOMATIC STEERING SYSTEM;341079590
341101568;en;TOOL AND METHOD FOR FAULT DETECTION OF DEVICES BY CONDITION BASED MAINTENANCE;341101568
341138443;en;Forgery Detection System for Security Printing Resource Based on Digital Forensic Technology and Method Therefor;341138443
341232710;en;Laser beam matching error estimating method applicable to mobile robot navigation;341232710
341325366;en;METHODS AND SYSTEMS FOR MACHINE-LEARNING BASED SIMULATION OF FLOW;341325366
341325559;en;ARTIFICIAL INTELLIGENCE AND METHODS FOR RELATING HERBAL INGREDIENTS WITH ILLNESSES IN TRADITIONAL CHINESE MEDICINE;341325559
341421955;en;System and method for automatic detection of abnormal stress patterns in unit selection synthesis;341421955
341554526;en;System and method for effective caching using neural networks;341554526
341554533;en;Apparatus and method for generating probabilistic graphical model based on time-space structure;341554533
341815192;en;PARTIAL DISCHARGING DETECTOR AND METHOD FOR DETECTING THE PARTIAL DISCHARGING;341815192
341819075;en;EXPERT SYSTEM BASED ON SOCIAL NETWORK SERVICE;341819075
341822526;en;INFORMATION PROCESSING DEVICE, INFORMATION PROCESSING METHOD, AND PROGRAM;341822526
341868029;en;Method for assessing consistency of secondary battery based on heating effect;341868029
341869322;en;Method for Brightness Level Calculation in the Area of Interest of the Digital X-Ray Image for Medical Applications;341869322
341894590;en;Add-ins dynamically extending display targets and business-logic programming model;341894590
342107467;en;Minimizing latency in network program through transfer of authority over program assets;342107467
351983299;en;METHOD FOR DETERMINATION OF FLUX-LINKAGE AT ASYNCHRONOUS ENGINE STATOR;351983299
352070639;en;METHOD, APPARATUS AND SYSTEM FOR DIAGNOSIS OF STRESSES AND DISEASES IN HIGHER PLANTS.;352070639
352146436;en;TIME TO EVENT DATA ANALYSIS METHOD AND SYSTEM;352146436
352310770;en;SIMULATION-ASSISTED SEARCH;352310770
352335456;en;Spare part assembling demand forecasting information processing method applied to inventory management;352335456
47852339;en;Switched networks;47852339
352413475;en;MAINTENANCE EXPERT SYSTEM FOR MEASURING INSTRUMENT;352413475
352574626;en;Knowledge-based welding defect prediction method;352574626
352601048;en;Method and system for music recommendation based on immunology;352601048
352662859;en;Information Relation Generation;352662859
352762774;en;Robot reinforced learning initialization method based on neural network;352762774
352774406;en;METHOD AND APPARATUS FOR A COMPREHENSIVE DYNAMIC PERSONAL HEALTH RECORD SYSTEM;352774406
352775024;en;Identification of semantically relevant concepts in a graphical model;352775024
352887182;en;Artificial intelligence type electrostatic spinning instrument;352887182
352889097;en;Method for converting PLC program into common Petri net;352889097
352890901;en;Database generalization safety protection method;352890901
352891151;en;Adaptive neural network-based lost packet recovery method in video transmission;352891151
352942509;en;DIGITAL ELECTRONIC TUTORING SYSTEM;352942509
352943731;en;Automated automobile maintenance using a centralized expert system;352943731
353114631;en;Detecting actuation of electrical devices using electrical noise over a power line;353114631
353122512;en;Forward feature selection for support vector machines;353122512
353418163;en;Temperature control and crack prevention monitoring method of concrete dam;353418163
353472054;en;Estimating Mineral Content Using Geochemical Data;353472054
363520601;en;Method and device for optimizing transmission network route based on neural network model;363520601
363619269;en;System and method using neural networks for real-time business intelligence and automation control;363619269
363738147;en;Chat Categorization and Agent Performance Modeling;363738147
363745299;en;Remote sensing image retrieval method based on improved support vector machine relevance feedback;363745299
363746835;en;Trojan event prediction method based on BP (Back Propagation) neural network;363746835
363750965;en;Application of machine learning methods for mining association rules in plant and animal data sets containing molecular genetic markers, followed by classification or prediction utilizing features created from these association rules;363750965
363938870;en;Hepatocellular carcinoma detection and diagnosis system;363938870
363960723;en;IOT (internet of things) application system integrally and intelligently controlled by natural light and artificial light source;363960723
363984419;en;Abnormal behavior detection system and method using automatic classification of multiple features;363984419
363991989;en;HYBRID INTELLIGENT SOLAR DRIVE CIRCUIT USING A NEURAL NETWORK ALGORITHM;363991989
364100746;en;Case reasoning technology-based damping machine intelligent optimized control method;364100746
364116983;en;Reducing false detection rate using local pattern based post-filter;364116983
364119709;en;Metric-Label Co-Learning;364119709
364119716;en;Predicting odor pleasantness with an electronic nose;364119716
364135467;en;DETECTING MALICIOUS SOFTWARE THROUGH CONTEXTUAL CONVICTIONS, GENERIC SIGNATURES AND MACHINE LEARNING TECHNIQUES;364135467
364211993;en;Intelligent neural network moonlet fault diagnosis device based on DSP (Digital Signal Processor);364211993
364264269;en;Nonovershooting industry resistance furnace temperature control method;364264269
364264537;en;Extraction method for influence factors of carbon exchange of ecosystem and system;364264537
364264555;en;Prediction method based on time sequence;364264555
364264680;en;Personnel information fusion method based on Spiking neural network;364264680
364265773;en;Neural-network self-correcting control method of permanent magnet synchronous motor speed loop;364265773
364310783;en;Conversion of circuit description to an abstract model of the circuit;364310783
364311033;en;METHOD AND SYSTEM FOR DETECTING OVERLOAD AND UNLAWFUL MEASUREMENT OF VEHICLE;364311033
364312208;en;SYSTEM AND METHOD FOR TEXT CLEANING;364312208
364327770;en;ARRANGEMENT FOR FACILITATING SHOPPING AND RELATED METHOD;364327770
364407154;en;Vehicle-mounted embedded-type road rage driving state detection device based on brain electrical signal and method;364407154
364417339;en;Information retrieval method based on Boosting sorting algorithm;364417339
364417525;en;Method for testing plasma flocs;364417525
364417532;en;Brain tumor MIB-1 index range detection method;364417532
364417557;en;Authentication system based on second-generation ID card and human face feature recognition and working method therefor;364417557
364418736;en;Method and device for identifying individual communication station based on rhombus integral bi-spectrum;364418736
364447362;en;VISUALIZING MACHINE LEARNING ACCURACY;364447362
364528100;en;METHOD FOR GENERATING FEATURE FOR RECOGNIZATION OF NAMED-ENTITY IN MACHINE LEARNING;364528100
364545641;en;METHOD FOR COMPUTER-AIDED TRAINING OF ONE OR MORE NEURAL NETWORKS;364545641
364641237;en;Analog circuit test node selecting method based on dynamic feedback neural network modeling;364641237
364641594;en;Onsite information preprocessing method of remote cooperative diagnosis;364641594
364642105;en;Multi-Agent based robot combined search system by reinforcement learning;364642105
364642266;en;Image retrieval method integrating classification with hash partitioning and image retrieval system utilizing same;364642266
364642480;en;Human action identification method based on pyroelectric infrared information;364642480
364642559;en;Biostimulation neural network device and method for jointly rescuing by multiple underground robots;364642559
364644077;en;Structured network system applicable to future internet;364644077
364644113;en;Deep learning intelligent detection method for fishing webpages;364644113
364644363;en;Method for conversion, compression and transmission of images;364644363
364664026;en;TOUCH SENSOR GESTURE RECOGNITION FOR OPERATION OF MOBILE DEVICES;364664026
364668270;en;Memristor device with resistance adjustable by moving a magnetic wall by spin transfer and use of said memristor in a neural network;364668270
364790270;en;Short-term wind speed forecasting method;364790270
364792367;en;Method and device for double-color reverse nearest query based on uncertain data set;364792367
364792578;en;Short-time wind speed forecasting method and system for wind power plant;364792578
364792635;en;Program identifying method and device based on machine learning;364792635
364792728;en;Optimal electrode assembly automatic selecting method of brain-machine interface;364792728
364832529;en;Effort estimation using text analysis;364832529
364924695;en;Crop irrigation system combined with computer vision and multi-sensor;364924695
364998467;en;Electroplating line remote control device;364998467
365037239;en;Artificial intelligence system for genetic analysis;365037239
365171918;en;Area quasi-geoid refining method based on earth gravity model (EGM2008);365171918
365172536;en;Herbicide distinguishing method based on least-square support vector machine;365172536
365172736;en;SAW (Surface Acoustic Wave) sensor based embedded electronic nose testing system and testing method;365172736
365172861;en;Method for rating of raw milk quality;365172861
365174254;en;Advertisement filtering system and advertisement filtering method specific to text characteristics;365174254
365174383;en;Advertisement filter system and advertisement filter method;365174383
365205206;en;System and method for the detection of faults in a multi-variable system utilizing both a model for normal operation and a model for faulty operation;365205206
365235533;en;MICROFLUIDIC DEVICE AND ITS USE FOR POSITIONING OF CELLS OR ORGANISMS;365235533
365235758;en;CLASSIFICATION RULE GENERATION DEVICE, CLASSIFICATION RULE GENERATION METHOD, CLASSIFICATION RULE GENERATION PROGRAM AND RECORDING MEDIUM;365235758
365291467;en;Context-based search query visualization and search query context management using neural networks;365291467
365369640;en;Intelligent vehicle lane change path planning method based on polynomial and radial basis function (RBF) neural network;365369640
365370151;en;Weight adjustment circuit for variable-resistance synapses;365370151
365390196;en;Delivery expert system, method and computer program product;365390196
365395987;en;Music analysis apparatus;365395987
365445255;en;Artificial Intelligence posture and circumstance interactive Human Factors Computer Table system;365445255
365448424;en;capable of carrying out characterization fitting based on Support Vector Machine (SVM) regression model so as to acquire characterization fitting value of query result;365448424
365450771;en;Preparation method of neural implant;365450771
365459395;en;Method for automatically classifying three-dimensional models based on support vector machine;365459395
365461578;en;Internet IDC/ICT information fusion foundation;365461578
365461603;en;Internet IMC /ICT value measurement foundation;365461603
365461628;en;Internet EDH/ICT configuration subject design;365461628
365461642;en;Internet ECC/ICT configuration subject design;365461642
365482277;en;Method for transforming language into a visual form;365482277
365646718;en;SYSTEM AND METHOD FOR USING AN ARTIFICIAL NEURAL NETWORK TO SIMULATE PIPE HYDRAULICS IN A RESERVOIR SIMULATOR;365646718
365699862;en;CAR NUMBER RECOGNIZE SYSTEM;365699862
365726952;en;ECC/ICT resource configuration technology of internet;365726952
365726977;en;IMH/ICT configuration mechanism design of internet;365726977
365726988;en;ICH/ICT technical design basis of internet;365726988
365726995;en;ECC/ICT computing technology basis of internet;365726995
365737941;en;Trolley monitoring device with artificial intelligence function;365737941
365745297;en;Robust automated determination of the hierarchical structure of utility monitoring systems;365745297
365751252;en;Representing object shapes using radial basis function support vector machine classification;365751252
365753410;en;Dynamic self configuration engine for cognitive networks and networked devices;365753410
365753453;en;ARTIFICIAL INTELLIGENCE-ASSISTED MEDICAL REFERENCE SYSTEM AND METHOD;365753453
365753685;en;BIT-STRING KEY CLASSIFICATION/DISTRIBUTION APPARATUS, CLASSIFICATION/DISTRIBUTION METHOD, AND PROGRAM;365753685
365813581;en;System and method for diagnosis and treatment of a breathing pattern of a patient;365813581
365878736;en;Intelligent detection method for forward direction active energy incremental data of ammeter;365878736
365879354;en;Mode recognition method of mixed linear SVM (support vector machine) classifier with hierarchical structure;365879354
365970170;en;COMBINING SPECULATIVE PHYSICS MODELING WITH GOAL-BASED ARTIFICIAL INTELLIGENCE;365970170
365974682;en;INTELLIGENT MARKETING EXPERT SYSTEM;365974682
365991369;en;Independent design house (IDH)/information communication technology (ICT) software designing basis for Internet;365991369
366000604;en;Computerized flat knitting machine intelligent ATM case;366000604
374778224;en;OMITTED;374778224
374790142;en;Multiple Linear Regression- Artificial Neural Network Hybrid Model Predicting Lower Flammability Limit Temperature of Pure Organic Compound;374790142
374790149;en;Multiple Linear RegressionÉ??Artificial Neural Network Model Predicting Standard State Enthalpy of Formation of Pure Organic Compound;374790149
374790156;en;Multiple Linear RegressionÉ??Artificial Neural Network Hybrid Model Predicting Upper Flammability Limit Volume Percent of Pure Organic Compound;374790156
374790160;en;Multiple Linear RegressionÉ??Artificial Neural Network Hybrid Model Predicting Heat of Vaporization of Pure Organic Compound for ã¨?ã¨?ã¨?ã¨Æ;374790160
374790167;en;Multiple Linear Regression-Artificial Neural Network Hybrid Model Predicting Acentric Factor of Pure Organic Compound;374790167
374880272;en;Conditionally cycle-free generalized tanner graphs based decoding;374880272
374940218;en;Method and system for digital object classification;374940218
374940879;en;Information fusion foundation of Internet ICC/ICT (Internal Concentrated Coordinative Configuration and Intelligent Integration System );374940879
374982545;en;Insulin pump based expert system;374982545
374983070;en;Black Box Innovation, Systems and Methods;374983070
375102673;en;System and method for simulating human speaking;375102673
375122468;en;Abnormal behavior detection system and method using automatic classification of multiple features;375122468
375130974;en;BP neutral network-based method for predicting dissolved oxygen saturation in water body;375130974
375131871;en;Chinese-English unknown words translating method blending Web excavation, multi-feature and supervised learning;375131871
375132321;en;Method for positioning texts in images of natural scene;375132321
375145832;en;Transformer-operation anomalous dynamic monitoring system;375145832
375209690;en;APPARATUS AND METHOD FOR ANALYSING A GOLF SWING;375209690
375227449;en;INTELLIGENT AIRFOIL COMPONENT SURFACE IMAGING INSPECTION;375227449
375259644;en;Intelligent electrocardiographic monitoring system;375259644
375270165;en;Method of soft measurement for concentration of reactant in unsaturated polyester resin reacting kettle;375270165
375270358;en;Electric energy quality monitoring and distinguishing method and electric energy quality monitoring and distinguishing system based on dual-tree complex wavelet transform;375270358
375270483;en;Broadband recognition passive radar system architecture design method;375270483
375270490;en;Spacecraft attitude stability judgement method utilizing RCS (radar cross section);375270490
375271662;en;Method for forming shell plate curve of ship body;375271662
375271826;en;Crowd exceptional event detection method based on LBP (Local Binary Pattern) weighted social force model;375271826
40359932;en;PORTABLE SKIN CARE DEVICE AND METHOD THEREOF;40359932
375274720;en;Intelligent integrated network computer software designing technology;375274720
375275202;en;Culture information pushing service system based on internet of things terminal and portal microblog;375275202
375301417;en;TRANSPARENT MODELS FOR LARGE SCALE OPTIMIZATION AND CONTROL;375301417
375301842;en;Machine learning method to identify independent tasks for parallel layout in web browsers;375301842
375390547;en;MANAGING AN EXCHANGE THAT FULFILLS NATURAL LANGUAGE TRAVEL REQUESTS;375390547
40413837;en;SEMICONDUCTOR INSPECTING APPARATUS, SEMICONDUCTOR DEFECT ANALYZER, SEMICONDUCTOR DESIGN DATA CORRECTING APPARATUS, SEMICONDUCTOR INSPECTION METHOD, SEMICONDUCTOR DEFECT ANALYZING METHOD, SEMICONDUCTOR DESIGN DATA CORRECTING METHOD, AND COMPUTE-READABLE RECORDING MEDIUM;40413837
375390904;en;METHOD AND APPARATUS FOR CONTROLLING LCL CONVERTERS USING ASYMMETRIC VOLTAGE CANCELLATION TECHNIQUES;375390904
375536168;en;INFORMATION COLLATION DEVICE, INFORMATION COLLATION METHOD AND INFORMATION COLLATION PROGRAM;375536168
40425639;en;BLUETOOTH AND ARTIFICIAL INTELLIGENCE COMPLEX TERMINAL;40425639
375540337;en;INPUT PARAMETER CALCULATION METHOD, DEVICE, AND PROGRAM;375540337
375611140;en;Growing method of sapphire crystal prepared by Kyropoulos method;375611140
375628974;en;PERMANENT MAGNET SYNCHRONOUS MOTOR SPEED CONTROLLER AND CONTROL METHOD;375628974
40236321;en;Method of detecting scene change and article from compressed news video image;40236321
375792154;en;Time series mining-based carding machine intelligent leveling system;375792154
375795348;en;Neural network expert system-based electric machine fault intelligent diagnosis system;375795348
375797270;en;Method for realizing support vector machine by MPI programming and OpenMP programming;375797270
375798420;en;Intelligent processing method for warning information of combined power grid;375798420
375798520;en;Monocular infrared image depth estimating method on basis of SVM (Support Vector Machine) model;375798520
375799992;en;Integrated intelligent monitoring device in power distribution room of residential district;375799992
36128302;en;SNOW-ACCRETION PREDICTION METHOD AND ITS DEVICE;36128302
375800178;en;Nonlinear interference control method and control system for permanent magnet linear synchronous motor;375800178
375800642;en;Internet embedded development kit (EDK)/information communication technology (ICT) advantage comparison technology;375800642
375800667;en;Internet IMH/information and communication technology (ICT) tradeoff configuration method;375800667
375800678;en;Internet EDC/information and communication technology (ICT) resource allocation technology;375800678
40240136;en;POWER SAVING DEVICE WITH ARTIFICIAL INTELLIGENCE IN FACSIMILE;40240136
375819494;en;Energy-saving air conditioner with infrared induction function;375819494
375821909;en;SIMF Elman network structure;375821909
375842919;en;SPEECH SYLLABLE/VOWEL/PHONE BOUNDARY DETECTION USING AUDITORY ATTENTION CUES;375842919
40257311;en;Postprocessing method for automatic phoneme segmentation;40257311
375843251;en;GENE EXPRESSION SIGNATURE FOR WNT/B-CATENIN SIGNALING PATHWAY AND USE THEREOF;375843251
375845341;en;Power diagnosing system and power predictive maintenance system;375845341
375845934;en;Appartus,system and computer product for reinforcement learning;375845934
375951490;en;Device and method for controlling XY working platform of ultrasonic motor based on neural network;375951490
40274859;en;ARTIFICIAL INTELLIGENCE EARTH LEAKAGE BREAKER;40274859
375952076;en;Handwritten numeral recognition method based on lie group structure data and system thereof;375952076
375953623;en;Internet ECH/ICT information fusion basis;375953623
375953630;en;Internet EDH/ICT configuration environment design;375953630
375953648;en;Internet ICK/ICT calculating technology base;375953648
375953655;en;Internet IMK/ICT weighing configuration method;375953655
375972432;en;RESERVOIR PROPERTIES PREDICTION WITH LEAST SQUARE SUPPORT VECTOR MACHINE;375972432
40281779;en;Method and apparatus for detecting fault using General Regression Neural Network;40281779
